customer_id,contract_type,segment,base_arpu,tenure_months
1396,Half-Yearly,SMB,1905.15,11
1397,Monthly,SMB,2117.71,11
1398,Monthly,SMB,2165.69,36
1399,Quarterly,SMB,3160.54,20
1400,Half-Yearly,Enterprise,1847.58,16
1401,Monthly,MidMarket,3603.14,5
1402,Monthly,Enterprise,4363.71,24
1403,Monthly,SMB,3791.27,30
1404,Half-Yearly,Enterprise,1345.09,30
1405,Quarterly,SMB,4664.92,39
1406,Quarterly,Enterprise,4545.15,57
1407,Half-Yearly,SMB,4331.08,48
1408,Half-Yearly,SMB,3525.51,47
1409,Quarterly,MidMarket,3291.46,37
1410,Half-Yearly,Enterprise,4743.71,33
1411,Monthly,SMB,7083.91,20
1412,Monthly,SMB,1941.34,54
1413,Monthly,Enterprise,4842.35,22
1414,Monthly,SMB,2867.52,41
1415,Quarterly,SMB,2811.99,58
1416,Annual,SMB,1493.03,21
1417,Monthly,SMB,2622.4,37
1418,Monthly,Enterprise,1903.08,54
1419,Quarterly,MidMarket,2419.38,27
1420,Annual,MidMarket,1818.59,38
1421,Monthly,Enterprise,2435.7,35
1422,Quarterly,SMB,2483.07,38
1423,Monthly,SMB,3113.62,40
1424,Monthly,SMB,1441.39,6
1425,Annual,SMB,1555.44,32
1426,Annual,SMB,3508.21,16
1427,Monthly,Enterprise,2082.14,28
1428,Annual,MidMarket,4834.53,16
1429,Quarterly,SMB,3298.99,27
1430,Half-Yearly,MidMarket,3916.85,53
1431,Quarterly,MidMarket,5624.07,3
1432,Quarterly,Enterprise,2593.15,49
1433,Quarterly,Enterprise,2301.88,21
1434,Quarterly,MidMarket,4412.81,38
1435,Monthly,MidMarket,3749.14,38
1436,Monthly,MidMarket,2739.97,30
1437,Monthly,MidMarket,5575.6,22
1438,Half-Yearly,SMB,2709.42,19
1439,Monthly,SMB,3025.25,31
1440,Quarterly,MidMarket,3009.56,20
1441,Annual,SMB,1957.52,47
1442,Monthly,SMB,3086.87,19
1443,Quarterly,MidMarket,5588.92,2
1444,Monthly,SMB,3641.81,40
1445,Half-Yearly,MidMarket,3022.92,39
1446,Monthly,MidMarket,2771.67,27
1447,Quarterly,Enterprise,3459.54,8
1448,Half-Yearly,SMB,4177.19,45
1449,Annual,SMB,3921.22,54
1450,Quarterly,MidMarket,2567.43,27
1451,Quarterly,MidMarket,3450.08,15
1452,Quarterly,Enterprise,3699.57,12
1453,Half-Yearly,SMB,1894.6,47
1454,Quarterly,SMB,3215.39,14
1455,Monthly,Enterprise,1127.11,7
1456,Annual,SMB,3703.89,17
1457,Quarterly,MidMarket,4012.44,26
1458,Quarterly,SMB,4173.02,37
1459,Monthly,SMB,2495.46,20
1460,Quarterly,SMB,3425.73,10
1461,Monthly,SMB,5657.74,19
1462,Quarterly,MidMarket,5631.87,18
1463,Monthly,Enterprise,2942.08,30
1464,Quarterly,SMB,3173.83,30
1465,Annual,MidMarket,4914.33,25
1466,Monthly,SMB,1517.23,24
1467,Annual,MidMarket,2577.6,10
1468,Monthly,SMB,5437.13,2
1469,Half-Yearly,Enterprise,4623.19,38
1470,Half-Yearly,MidMarket,3519.83,32
1471,Quarterly,MidMarket,1513.8,35
1472,Half-Yearly,MidMarket,2914.75,51
1473,Half-Yearly,MidMarket,2285.95,37
1474,Monthly,Enterprise,3459.8,7
1475,Monthly,MidMarket,2071.01,7
1476,Quarterly,Enterprise,1878.87,27
1477,Half-Yearly,MidMarket,1177.1,10
1478,Half-Yearly,SMB,5165.78,33
1479,Half-Yearly,MidMarket,2490.16,43
1480,Monthly,SMB,3199.39,55
1481,Half-Yearly,MidMarket,2977.96,7
1482,Monthly,SMB,1843.93,6
1483,Quarterly,MidMarket,1691.58,6
1484,Monthly,SMB,1896.2,13
1485,Monthly,SMB,2152.91,48
1486,Monthly,SMB,3515.63,13
1487,Monthly,Enterprise,2083.76,2
1488,Quarterly,SMB,6541.49,19
1489,Monthly,SMB,4732.54,51
1490,Monthly,MidMarket,4288.8,19
1491,Monthly,MidMarket,2824.69,50
1492,Monthly,SMB,5892.45,57
1493,Monthly,SMB,2702.41,38
1494,Monthly,SMB,2939.32,2
1495,Quarterly,Enterprise,3217.91,51
1496,Quarterly,SMB,4088.04,26
1497,Quarterly,SMB,3970.35,6
1498,Quarterly,SMB,2407.14,20
1499,Monthly,SMB,2345.26,23
1500,Half-Yearly,MidMarket,3975.7,54
1501,Quarterly,SMB,4112.79,15
1502,Quarterly,SMB,2497.37,6
1503,Monthly,SMB,1459.38,28
1504,Monthly,SMB,2715.44,35
1505,Monthly,SMB,3946.51,11
1506,Monthly,MidMarket,6717.27,8
1507,Quarterly,MidMarket,1738.75,57
1508,Quarterly,Enterprise,2460.31,54
1509,Quarterly,Enterprise,2501.81,50
1510,Half-Yearly,MidMarket,5486.87,49
1511,Half-Yearly,SMB,2934.45,51
1512,Half-Yearly,MidMarket,1981.69,51
1513,Annual,MidMarket,3833.04,24
1514,Monthly,MidMarket,2484.71,21
1515,Monthly,MidMarket,1718.19,49
1516,Monthly,SMB,1994.71,59
1517,Quarterly,MidMarket,6504.95,36
1518,Half-Yearly,MidMarket,3543.58,7
1519,Monthly,Enterprise,3129.07,5
1520,Annual,SMB,2663.9,58
1521,Monthly,SMB,3399.78,29
1522,Annual,SMB,3381.61,16
1523,Monthly,MidMarket,3399.81,6
1524,Monthly,SMB,3139.07,14
1525,Quarterly,SMB,4407.04,58
1526,Monthly,Enterprise,3012.11,52
1527,Monthly,SMB,1919.71,2
1528,Monthly,MidMarket,2262.92,25
1529,Half-Yearly,SMB,1223.46,31
1530,Quarterly,MidMarket,7420.99,50
1531,Monthly,MidMarket,4395.07,50
1532,Quarterly,Enterprise,2051.79,13
1533,Half-Yearly,Enterprise,2625.88,18
1534,Monthly,SMB,2238.15,17
1535,Monthly,SMB,5967.88,45
1536,Monthly,SMB,1573.5,28
1537,Monthly,MidMarket,3138.54,12
1538,Quarterly,Enterprise,2838.87,35
1539,Monthly,SMB,4324.61,22
1540,Quarterly,MidMarket,2844.65,39
1541,Half-Yearly,SMB,1351.28,1
1542,Monthly,MidMarket,2662.44,37
1543,Quarterly,Enterprise,1924.7,21
1544,Monthly,SMB,3089.64,1
1545,Annual,SMB,5683.82,4
1546,Quarterly,SMB,1362.75,32
1547,Half-Yearly,MidMarket,2079.54,58
1548,Quarterly,MidMarket,2324.56,1
1549,Monthly,SMB,2510.57,13
1550,Quarterly,SMB,4159.11,46
1551,Annual,SMB,2757.02,47
1552,Quarterly,MidMarket,3594.32,17
1553,Half-Yearly,MidMarket,2249.36,12
1554,Half-Yearly,SMB,3305.91,7
1555,Monthly,MidMarket,4230.22,55
1556,Monthly,MidMarket,2144.08,51
1557,Quarterly,SMB,4237.0,55
1558,Monthly,SMB,3052.05,3
1559,Half-Yearly,MidMarket,4771.7,50
1560,Annual,Enterprise,2722.65,26
1561,Monthly,SMB,3538.86,31
1562,Monthly,SMB,2926.98,36
1563,Half-Yearly,SMB,2854.65,26
1564,Monthly,MidMarket,3349.34,3
1565,Half-Yearly,SMB,3795.47,44
1566,Monthly,SMB,1698.83,55
1567,Quarterly,MidMarket,5682.44,28
1568,Monthly,MidMarket,1290.97,44
1569,Quarterly,SMB,2190.39,17
1570,Quarterly,SMB,2857.15,38
1571,Quarterly,MidMarket,3588.75,47
1572,Monthly,SMB,6058.86,30
1573,Half-Yearly,SMB,1291.77,2
1574,Half-Yearly,Enterprise,2372.12,8
1575,Monthly,SMB,1144.73,14
1576,Monthly,MidMarket,3023.68,37
1577,Monthly,Enterprise,3368.62,35
1578,Quarterly,SMB,6098.87,42
1579,Quarterly,SMB,3147.25,39
1580,Quarterly,MidMarket,4768.62,11
1581,Monthly,Enterprise,3876.65,15
1582,Monthly,Enterprise,2450.72,2
1583,Quarterly,MidMarket,1581.24,37
1584,Quarterly,SMB,3373.65,43
1585,Annual,MidMarket,1523.18,32
1586,Monthly,SMB,5339.26,40
1587,Quarterly,SMB,2771.3,13
1588,Monthly,SMB,5104.26,43
1589,Monthly,SMB,2401.63,17
1590,Half-Yearly,MidMarket,3364.33,15
1591,Quarterly,SMB,3275.44,33
1592,Annual,SMB,2921.14,51
1593,Monthly,SMB,2453.58,16
1594,Monthly,Enterprise,3556.76,51
1595,Half-Yearly,MidMarket,1964.96,13
1596,Quarterly,SMB,1729.79,55
1597,Monthly,SMB,5214.88,22
1598,Monthly,SMB,4134.93,23
1599,Monthly,Enterprise,3070.67,36
1600,Half-Yearly,MidMarket,6306.36,43
1601,Monthly,MidMarket,2642.57,50
1602,Monthly,MidMarket,5405.74,50
1603,Monthly,SMB,3226.03,10
1604,Monthly,MidMarket,1879.69,17
1605,Monthly,MidMarket,6847.36,30
1606,Quarterly,SMB,4655.57,13
1607,Monthly,SMB,2822.96,30
1608,Half-Yearly,MidMarket,4134.94,57
1609,Monthly,Enterprise,2485.76,46
1610,Quarterly,SMB,4329.11,30
1611,Half-Yearly,Enterprise,1016.39,7
1612,Quarterly,MidMarket,1883.88,10
1613,Quarterly,SMB,4631.64,35
1614,Monthly,SMB,2664.19,2
1615,Monthly,SMB,3272.78,30
1616,Quarterly,MidMarket,1626.11,19
1617,Annual,SMB,6846.82,39
1618,Quarterly,SMB,5093.59,37
1619,Quarterly,MidMarket,2723.55,3
1620,Half-Yearly,MidMarket,2484.65,25
1621,Quarterly,SMB,4737.77,34
1622,Monthly,SMB,7274.36,55
1623,Quarterly,SMB,4578.8,58
1624,Annual,MidMarket,7921.3,22
1625,Monthly,MidMarket,1968.33,38
1626,Quarterly,SMB,2061.68,14
1627,Monthly,MidMarket,1745.81,39
1628,Quarterly,MidMarket,3636.56,54
1629,Monthly,MidMarket,3226.08,2
1630,Quarterly,MidMarket,2783.94,32
1631,Half-Yearly,SMB,4290.53,43
1632,Monthly,SMB,5190.31,53
1633,Quarterly,MidMarket,1500.35,3
1634,Half-Yearly,MidMarket,2278.71,41
1635,Annual,MidMarket,4311.6,8
1636,Monthly,SMB,2415.15,26
1637,Monthly,Enterprise,2081.42,32
1638,Monthly,MidMarket,4714.23,11
1639,Annual,SMB,1668.57,50
1640,Annual,SMB,2602.66,1
1641,Quarterly,MidMarket,3456.08,15
1642,Half-Yearly,MidMarket,2302.57,4
1643,Quarterly,SMB,4240.43,4
1644,Quarterly,Enterprise,2307.7,28
1645,Monthly,SMB,5618.83,10
1646,Half-Yearly,SMB,2816.96,11
1647,Monthly,Enterprise,4032.22,50
1648,Half-Yearly,Enterprise,4170.16,23
1649,Half-Yearly,MidMarket,2247.57,47
1650,Half-Yearly,Enterprise,1183.14,3
1651,Monthly,SMB,3506.38,39
1652,Monthly,Enterprise,3079.52,39
1653,Monthly,SMB,3828.09,17
1654,Monthly,SMB,2692.06,22
1655,Monthly,SMB,2456.04,52
1656,Annual,SMB,7359.98,27
1657,Quarterly,SMB,1536.77,56
1658,Monthly,SMB,4147.57,16
1659,Monthly,SMB,2301.76,16
1660,Monthly,SMB,2562.91,40
1661,Quarterly,MidMarket,2584.54,3
1662,Quarterly,SMB,2076.53,52
1663,Annual,SMB,3854.71,47
1664,Quarterly,MidMarket,5573.56,33
1665,Annual,Enterprise,3683.09,42
1666,Half-Yearly,MidMarket,3122.91,2
1667,Monthly,SMB,1912.38,39
1668,Annual,MidMarket,3761.49,46
1669,Monthly,SMB,7866.41,48
1670,Half-Yearly,SMB,2511.63,27
1671,Monthly,SMB,2516.96,15
1672,Half-Yearly,MidMarket,2315.8,7
1673,Half-Yearly,SMB,2391.71,45
1674,Half-Yearly,SMB,866.63,57
1675,Half-Yearly,SMB,3576.95,42
1676,Monthly,Enterprise,2037.55,9
1677,Monthly,MidMarket,1444.3,41
1678,Monthly,SMB,4183.63,6
1679,Monthly,MidMarket,1831.87,56
1680,Quarterly,MidMarket,2559.58,57
1681,Monthly,MidMarket,5766.95,12
1682,Annual,SMB,1581.06,30
1683,Quarterly,Enterprise,1495.67,55
1684,Half-Yearly,SMB,3365.02,20
1685,Monthly,MidMarket,5000.38,20
1686,Half-Yearly,SMB,1467.84,54
1687,Annual,SMB,3581.23,46
1688,Quarterly,SMB,3871.7,27
1689,Quarterly,MidMarket,1180.13,20
1690,Half-Yearly,SMB,4269.81,59
1691,Monthly,MidMarket,4422.55,7
1692,Quarterly,SMB,2590.73,40
1693,Monthly,MidMarket,5237.27,40
1694,Monthly,MidMarket,4971.14,30
1695,Monthly,MidMarket,3122.54,8
1696,Monthly,MidMarket,2432.93,2
1697,Monthly,MidMarket,1924.13,14
1698,Monthly,SMB,2930.99,10
1699,Annual,MidMarket,3852.17,50
1700,Quarterly,SMB,2576.33,18
1701,Annual,MidMarket,1108.9,18
1702,Monthly,MidMarket,5275.99,16
1703,Monthly,SMB,3247.37,52
1704,Quarterly,SMB,2512.84,5
1705,Monthly,SMB,4384.02,52
1706,Monthly,MidMarket,5919.97,31
1707,Quarterly,Enterprise,844.83,37
1708,Monthly,MidMarket,3624.31,20
1709,Quarterly,MidMarket,1568.71,23
1710,Quarterly,Enterprise,3731.63,32
1711,Monthly,SMB,3157.6,42
1712,Monthly,SMB,3968.24,17
1713,Half-Yearly,MidMarket,2381.15,13
1714,Quarterly,MidMarket,1283.11,49
1715,Monthly,Enterprise,2434.1,50
1716,Annual,SMB,3579.87,13
1717,Monthly,SMB,4707.57,17
1718,Quarterly,SMB,1759.31,15
1719,Annual,SMB,4732.35,26
1720,Monthly,SMB,2227.1,44
1721,Monthly,MidMarket,3509.06,28
1722,Monthly,SMB,2369.77,42
1723,Monthly,MidMarket,3235.62,45
1724,Monthly,SMB,4453.05,30
1725,Quarterly,MidMarket,1716.16,43
1726,Monthly,SMB,2195.23,35
1727,Quarterly,SMB,3239.69,22
1728,Annual,SMB,8784.22,10
1729,Half-Yearly,Enterprise,2021.44,11
1730,Quarterly,MidMarket,7465.59,38
1731,Monthly,SMB,7346.58,33
1732,Quarterly,SMB,2853.24,6
1733,Quarterly,Enterprise,2606.68,37
1734,Monthly,SMB,2183.25,7
1735,Monthly,SMB,2890.86,54
1736,Half-Yearly,MidMarket,1582.84,44
1737,Monthly,Enterprise,2880.42,12
1738,Monthly,SMB,5846.49,7
1739,Monthly,SMB,2264.28,2
1740,Monthly,Enterprise,2674.92,1
1741,Half-Yearly,SMB,1386.43,23
1742,Half-Yearly,SMB,3527.44,25
1743,Half-Yearly,MidMarket,3357.72,18
1744,Monthly,Enterprise,3067.65,44
1745,Monthly,SMB,2703.84,7
1746,Quarterly,Enterprise,2613.01,51
1747,Monthly,MidMarket,3736.31,54
1748,Monthly,SMB,2942.55,3
1749,Half-Yearly,Enterprise,3434.88,29
1750,Monthly,SMB,3283.75,10
1751,Quarterly,SMB,4942.08,59
1752,Monthly,MidMarket,4042.62,59
1753,Monthly,SMB,3251.23,43
1754,Monthly,SMB,5903.44,5
1755,Annual,SMB,3601.55,34
1756,Half-Yearly,SMB,5362.76,8
1757,Annual,MidMarket,3917.17,14
1758,Quarterly,MidMarket,1301.32,40
1759,Monthly,Enterprise,5362.45,55
1760,Quarterly,SMB,3167.92,6
1761,Quarterly,SMB,2912.07,1
1762,Half-Yearly,SMB,3383.3,56
1763,Monthly,SMB,2552.32,33
1764,Quarterly,SMB,3301.6,40
1765,Monthly,MidMarket,2283.94,11
1766,Monthly,Enterprise,5289.2,50
1767,Half-Yearly,Enterprise,2832.42,24
1768,Quarterly,SMB,2509.5,10
1769,Monthly,Enterprise,1966.05,44
1770,Monthly,SMB,3364.21,52
1771,Quarterly,SMB,3242.82,23
1772,Half-Yearly,Enterprise,3550.31,16
1773,Half-Yearly,MidMarket,1877.58,37
1774,Annual,SMB,1450.22,16
1775,Half-Yearly,SMB,3950.18,56
1776,Monthly,SMB,5814.38,44
1777,Quarterly,MidMarket,1878.33,31
1778,Monthly,SMB,6095.15,6
1779,Monthly,Enterprise,3387.2,30
1780,Half-Yearly,SMB,2971.5,37
1781,Monthly,SMB,2492.65,1
1782,Annual,SMB,1598.73,51
1783,Quarterly,MidMarket,4649.33,42
1784,Quarterly,SMB,2102.7,25
1785,Quarterly,MidMarket,2098.73,46
1786,Half-Yearly,Enterprise,4658.12,57
1787,Quarterly,Enterprise,1277.5,21
1788,Quarterly,MidMarket,1501.74,35
1789,Monthly,Enterprise,2956.73,38
1790,Quarterly,MidMarket,3401.52,5
1791,Monthly,MidMarket,3707.56,49
1792,Half-Yearly,SMB,2602.4,50
1793,Quarterly,SMB,9308.34,12
1794,Quarterly,SMB,2690.41,5
1795,Monthly,SMB,2686.91,9
1796,Monthly,SMB,2082.57,44
1797,Half-Yearly,Enterprise,3151.89,52
1798,Monthly,SMB,3931.33,9
1799,Monthly,SMB,5123.59,35
1800,Monthly,MidMarket,1525.11,1
1801,Annual,SMB,2668.58,54
1802,Half-Yearly,SMB,3644.65,47
1803,Monthly,SMB,3882.27,10
1804,Monthly,SMB,2989.76,46
1805,Monthly,SMB,3805.07,39
1806,Half-Yearly,MidMarket,2071.37,36
1807,Quarterly,MidMarket,6009.26,58
1808,Monthly,SMB,4659.59,37
1809,Monthly,SMB,1627.47,52
1810,Monthly,SMB,1837.58,48
1811,Quarterly,MidMarket,1861.03,35
1812,Half-Yearly,SMB,4044.39,17
1813,Monthly,SMB,1672.16,13
1814,Monthly,MidMarket,2568.4,6
1815,Monthly,SMB,3657.8,58
1816,Annual,SMB,2893.51,37
1817,Monthly,SMB,3349.28,48
1818,Half-Yearly,Enterprise,1845.28,32
1819,Quarterly,Enterprise,3895.92,11
1820,Monthly,MidMarket,2262.11,17
1821,Monthly,SMB,2575.81,5
1822,Monthly,MidMarket,3317.54,6
1823,Quarterly,Enterprise,3122.49,10
1824,Half-Yearly,Enterprise,3013.3,53
1825,Quarterly,SMB,2126.47,33
1826,Quarterly,MidMarket,2605.04,30
1827,Monthly,SMB,2983.89,21
1828,Annual,SMB,1605.53,42
1829,Half-Yearly,MidMarket,2420.82,17
1830,Monthly,SMB,3549.12,27
1831,Annual,Enterprise,1677.66,3
1832,Quarterly,SMB,5016.37,29
1833,Quarterly,MidMarket,5278.12,2
1834,Half-Yearly,Enterprise,1702.21,29
1835,Half-Yearly,Enterprise,5491.35,49
1836,Quarterly,SMB,2794.44,36
1837,Monthly,SMB,3598.71,34
1838,Monthly,MidMarket,2383.93,37
1839,Annual,SMB,4515.95,42
1840,Monthly,Enterprise,3578.65,1
1841,Monthly,Enterprise,2066.54,26
1842,Monthly,SMB,1764.56,1
1843,Monthly,SMB,1545.13,59
1844,Quarterly,SMB,3244.04,58
1845,Annual,Enterprise,3856.87,4
1846,Monthly,SMB,3995.54,39
1847,Monthly,SMB,2826.82,14
1848,Monthly,SMB,1771.09,46
1849,Half-Yearly,MidMarket,2193.09,18
1850,Quarterly,SMB,5006.82,34
1851,Monthly,SMB,2396.87,1
1852,Half-Yearly,Enterprise,3179.69,53
1853,Half-Yearly,Enterprise,1837.13,22
1854,Half-Yearly,MidMarket,3468.45,16
1855,Annual,SMB,2426.1,22
1856,Monthly,SMB,4774.39,50
1857,Half-Yearly,MidMarket,4222.16,16
1858,Quarterly,SMB,2384.95,28
1859,Half-Yearly,Enterprise,2815.8,28
1860,Half-Yearly,MidMarket,2326.21,55
1861,Half-Yearly,SMB,1573.81,22
1862,Quarterly,Enterprise,2026.67,56
1863,Monthly,Enterprise,3259.07,6
1864,Quarterly,SMB,3450.82,25
1865,Annual,MidMarket,3187.04,42
1866,Annual,SMB,2602.48,2
1867,Monthly,SMB,4536.36,7
1868,Monthly,SMB,3067.43,53
1869,Monthly,MidMarket,4090.67,17
1870,Half-Yearly,Enterprise,1341.85,35
1871,Half-Yearly,MidMarket,510.26,20
1872,Monthly,SMB,3387.02,44
1873,Quarterly,MidMarket,1570.04,2
1874,Half-Yearly,SMB,2709.17,7
1875,Half-Yearly,Enterprise,2602.05,32
1876,Quarterly,SMB,6089.55,49
1877,Quarterly,SMB,3568.85,19
1878,Quarterly,SMB,3211.96,12
1879,Monthly,MidMarket,4344.41,9
1880,Quarterly,SMB,3518.62,27
1881,Quarterly,MidMarket,2426.11,14
1882,Half-Yearly,SMB,4827.89,2
1883,Quarterly,SMB,1809.15,21
1884,Half-Yearly,SMB,3447.7,4
1885,Monthly,Enterprise,1485.63,51
1886,Quarterly,Enterprise,3267.48,21
1887,Monthly,SMB,3251.41,48
1888,Monthly,SMB,6338.55,22
1889,Half-Yearly,SMB,1474.04,49
1890,Annual,MidMarket,2274.69,2
1891,Monthly,SMB,4316.53,17
1892,Monthly,Enterprise,3466.47,19
1893,Half-Yearly,Enterprise,3232.91,40
1894,Monthly,SMB,1938.63,24
1895,Quarterly,SMB,2285.02,20
1896,Half-Yearly,Enterprise,5220.08,38
1897,Quarterly,MidMarket,2912.66,12
1898,Monthly,SMB,3529.5,25
1899,Monthly,SMB,2830.38,23
1900,Half-Yearly,SMB,1750.42,50
1901,Quarterly,SMB,4537.88,59
1902,Monthly,SMB,3738.56,34
1903,Half-Yearly,SMB,8413.03,32
1904,Monthly,MidMarket,1887.46,51
1905,Half-Yearly,SMB,4316.32,24
1906,Monthly,SMB,1652.1,42
1907,Annual,SMB,3199.68,25
1908,Monthly,MidMarket,4625.91,3
1909,Monthly,Enterprise,1173.26,25
1910,Monthly,SMB,2718.35,28
1911,Monthly,SMB,2313.59,12
1912,Half-Yearly,Enterprise,2173.55,26
1913,Annual,SMB,3545.19,48
1914,Monthly,SMB,4935.99,44
1915,Monthly,SMB,2807.43,8
1916,Half-Yearly,SMB,3269.75,5
1917,Half-Yearly,SMB,3138.31,11
1918,Quarterly,Enterprise,2983.38,42
1919,Monthly,MidMarket,1825.84,35
1920,Monthly,SMB,4908.88,27
1921,Quarterly,Enterprise,3404.45,55
1922,Monthly,SMB,3560.64,41
1923,Quarterly,SMB,2073.66,44
1924,Monthly,MidMarket,2424.43,38
1925,Half-Yearly,MidMarket,2753.81,19
1926,Monthly,SMB,1494.64,48
1927,Quarterly,SMB,1394.63,53
1928,Quarterly,MidMarket,2274.84,55
1929,Quarterly,MidMarket,3771.15,56
1930,Monthly,MidMarket,2221.83,32
1931,Quarterly,SMB,1884.73,46
1932,Quarterly,SMB,2066.05,28
1933,Quarterly,SMB,2428.66,36
1934,Quarterly,SMB,2542.14,18
1935,Quarterly,Enterprise,7898.95,10
1936,Half-Yearly,SMB,4791.41,32
1937,Monthly,SMB,4727.48,18
1938,Half-Yearly,MidMarket,5043.53,12
1939,Quarterly,SMB,1901.75,51
1940,Monthly,SMB,1719.75,8
1941,Monthly,MidMarket,1811.5,33
1942,Monthly,Enterprise,5434.53,46
1943,Half-Yearly,MidMarket,2330.33,55
1944,Half-Yearly,SMB,1697.46,38
1945,Half-Yearly,MidMarket,2455.42,14
1946,Quarterly,MidMarket,2677.47,2
1947,Monthly,SMB,3363.66,9
1948,Monthly,SMB,3337.34,44
1949,Monthly,Enterprise,2053.54,5
1950,Monthly,SMB,4058.41,34
1951,Monthly,MidMarket,2235.82,19
1952,Monthly,SMB,2778.53,7
1953,Quarterly,SMB,4060.45,39
1954,Half-Yearly,SMB,2233.18,42
1955,Annual,MidMarket,2307.2,17
1956,Annual,SMB,3890.34,26
1957,Quarterly,MidMarket,2026.41,46
1958,Monthly,MidMarket,2507.0,27
1959,Quarterly,MidMarket,3827.95,43
1960,Half-Yearly,Enterprise,7512.64,28
1961,Monthly,MidMarket,3914.46,20
1962,Monthly,SMB,3687.44,6
1963,Half-Yearly,Enterprise,3785.23,8
1964,Monthly,MidMarket,1839.16,32
1965,Quarterly,SMB,3140.13,19
1966,Quarterly,SMB,2941.29,32
1967,Monthly,MidMarket,3445.12,19
1968,Monthly,SMB,3141.42,24
1969,Monthly,MidMarket,3536.4,24
1970,Monthly,SMB,2591.11,56
1971,Monthly,SMB,3060.62,17
1972,Half-Yearly,MidMarket,1715.53,56
1973,Monthly,SMB,2581.28,56
1974,Quarterly,SMB,5574.04,18
1975,Monthly,MidMarket,3440.82,12
1976,Annual,SMB,2953.03,41
1977,Monthly,MidMarket,6997.13,23
1978,Monthly,MidMarket,1615.86,56
1979,Half-Yearly,MidMarket,1809.39,48
1980,Half-Yearly,SMB,6442.81,18
1981,Monthly,SMB,3043.25,16
1982,Half-Yearly,MidMarket,2672.68,16
1983,Quarterly,Enterprise,1737.77,36
1984,Quarterly,MidMarket,3646.28,23
1985,Monthly,MidMarket,3808.56,22
1986,Monthly,SMB,1821.61,39
1987,Half-Yearly,SMB,2798.6,33
1988,Quarterly,SMB,2563.22,24
1989,Monthly,SMB,3344.89,55
1990,Half-Yearly,SMB,1801.43,20
1991,Half-Yearly,Enterprise,5236.33,33
1992,Monthly,SMB,4501.3,31
1993,Quarterly,SMB,2531.51,40
1994,Monthly,SMB,2704.34,58
1995,Half-Yearly,Enterprise,2803.46,55
1996,Quarterly,MidMarket,2100.14,8
1997,Annual,MidMarket,2441.72,10
1998,Monthly,Enterprise,2639.59,1
1999,Monthly,SMB,6159.75,21
2000,Monthly,MidMarket,4564.11,25
2001,Monthly,SMB,4539.6,32
2002,Monthly,SMB,3520.88,53
2003,Annual,MidMarket,1802.99,46
2004,Monthly,MidMarket,2925.82,46
2005,Monthly,SMB,4613.4,10
2006,Half-Yearly,SMB,1692.19,51
2007,Monthly,MidMarket,3969.71,57
2008,Half-Yearly,SMB,8477.53,48
2009,Monthly,SMB,4806.95,9
2010,Quarterly,SMB,5632.53,20
2011,Monthly,SMB,3288.72,48
2012,Monthly,MidMarket,4608.09,20
2013,Annual,SMB,2158.06,59
2014,Monthly,SMB,4264.75,40
2015,Quarterly,MidMarket,4001.7,7
2016,Monthly,Enterprise,3396.36,11
2017,Monthly,SMB,5389.48,21
2018,Half-Yearly,SMB,2339.16,38
2019,Monthly,SMB,2740.3,47
2020,Quarterly,MidMarket,3111.8,19
2021,Annual,MidMarket,1875.58,46
2022,Quarterly,MidMarket,3301.46,15
2023,Annual,Enterprise,1375.37,6
2024,Monthly,MidMarket,4774.91,56
2025,Monthly,MidMarket,3044.18,10
2026,Monthly,SMB,2358.07,46
2027,Half-Yearly,SMB,2047.82,16
2028,Annual,Enterprise,2682.33,45
2029,Monthly,SMB,4063.16,11
2030,Quarterly,SMB,3814.19,57
2031,Monthly,MidMarket,2170.06,35
2032,Quarterly,SMB,2037.1,8
2033,Quarterly,MidMarket,4006.22,28
2034,Annual,MidMarket,2153.7,3
2035,Quarterly,SMB,3062.42,2
2036,Monthly,MidMarket,3151.68,53
2037,Monthly,SMB,3430.39,14
2038,Monthly,SMB,4386.21,52
2039,Monthly,MidMarket,1688.62,29
2040,Monthly,MidMarket,1261.4,53
2041,Half-Yearly,MidMarket,2309.18,54
2042,Quarterly,SMB,6705.53,47
2043,Quarterly,MidMarket,7405.5,3
2044,Monthly,SMB,6795.59,1
2045,Half-Yearly,Enterprise,2733.01,15
2046,Half-Yearly,SMB,1336.82,20
2047,Monthly,MidMarket,1038.6,22
2048,Half-Yearly,SMB,2261.27,34
2049,Quarterly,SMB,2726.75,50
2050,Monthly,SMB,5352.3,33
2051,Quarterly,Enterprise,4405.07,9
2052,Quarterly,MidMarket,3302.16,3
2053,Monthly,Enterprise,1997.34,2
2054,Annual,SMB,1934.59,4
2055,Half-Yearly,SMB,3342.11,16
2056,Quarterly,SMB,4079.27,54
2057,Quarterly,MidMarket,3555.84,33
2058,Monthly,SMB,1871.38,9
2059,Quarterly,Enterprise,3995.01,57
2060,Quarterly,Enterprise,3610.71,40
2061,Monthly,Enterprise,1841.25,38
2062,Quarterly,MidMarket,2094.47,52
2063,Half-Yearly,MidMarket,4063.59,18
2064,Quarterly,MidMarket,2682.41,16
2065,Monthly,SMB,6094.34,8
2066,Half-Yearly,MidMarket,3735.02,23
2067,Monthly,SMB,2394.71,36
2068,Monthly,SMB,2967.3,3
2069,Monthly,SMB,3067.21,15
